Vestigingsplaatsen  gewoon secundair onderwijs
schoolnummer;intern_vplnummer;vestigingsnummer;net;naam;hoofdzetel;straat;huisnummer;postcode;gemeente;crab-code;crab-huisnr;crab-busnr;telefoon;fax;e-mail;url;familienaam beheerder;voornaam beheerder;e-mail;url;Lx;Ly
123828;2;2;Vrij gesubsidieerd onderwijs;Onze-Lieve-Vrouw 1;N;Kasteelstraat;53   ;3800;SINT-TRUIDEN;000000116175;53;     ;011-68.24.63;011-69.58.83;;;Peersman;Catharina;sint-aloysius@solv.be;http://www.solv.be;211425;169353
133348;1;1;Gemeenschapsonderwijs;GO! middenschool Sint-Truiden;J;Tichelrijlaan;1    ;3800;SINT-TRUIDEN;000000116381;1;     ;;;info.tichelrij@atheneumsinttruiden.be;www.atheneumsinttruiden.be;VERBAUWEN;Patrick;info.tichelrij@atheneumsinttruiden.be;www.atheneumsinttruiden.be;207973;167400
123836;1;1;Vrij gesubsidieerd onderwijs;Onze-Lieve-Vrouw 2;J;Diestersteenweg;146  ;3800;SINT-TRUIDEN;000000116081;146;     ;011-68.23.39;011-69.11.40;sint-aloysius@solv.be;http://www.solv.be;Nackom;Lieve;sint-aloysius@solv.be;http://www.solv.be;207604;169442
125443;2;2;Vrij gesubsidieerd onderwijs;KCST 2;N;Plankstraat;11   ;3800;SINT-TRUIDEN;000000116290;11;     ;011-70.50.00;011-70.50.22;;;JANS;Johnny;johnny.jans@kcst.be;http://www.kcst.be;207755;167629
44446;2;2;Gemeenschapsonderwijs;GO! atheneum Sint-Truiden;N;Speelhoflaan;9    ;3800;SINT-TRUIDEN;000000116355;9;     ;011/68.43.47;;;;BOONEN;Evelien;info@campustichelrij.be;http://www.campustichelrij.be;207737;168437
44495;2;1;Gemeenschapsonderwijs;GO! middenschool 2 Borgloon   Domein Speelhof;J;Stationsstraat;32   ;3840;BORGLOON;000000121829;32;     ;012-67.14.35;012-26.42.51;info@atheneumborgloon.be;https://www.atheneumborgloon.be/;VERBAUWEN;Patrick;info@atheneumborgloon.be;https://www.atheneumborgloon.be/;218786;166666
118265;1;1;Vrij gesubsidieerd onderwijs;viio 1;J;Grootloonstraat;1    ;3840;BORGLOON;000000121736;1;     ;012-67.06.70;012-67.06.77;borgloon@viio.be;http://www.viio.be;Bollen;Henri;borgloon@viio.be;http://www.viio.be;219685;165873
44537;3;3;Gemeenschapsonderwijs;GO! atheneum Tongeren;N;Stationsstraat;32   ;3840;BORGLOON;000000121829;32;     ;012-74.13.95;012-74.64.94;;;Roosen;Sigi;KA.TONGEREN@g-o.be;http://atheneumtongeren.be;218786;166666
44552;3;3;Gemeenschapsonderwijs;GO! technisch atheneum Campus Plinius Tongeren;N;Stationsstraat;32   ;3840;BORGLOON;000000121829;32;     ;012-67.14.35;;;;Steegmans;Greet;info@campusplinius.be;http://www.campusplinius.be;218786;166666
44412;1;1;Gemeenschapsonderwijs;GO! atheneum VOX Pelt;J;Leopoldlaan;45   ;3900;OVERPELT;000000119492;45;     ;011-80.05.84;;info@voxpelt.be;www.voxpelt.be;Desair;Björn;info@voxpelt.be;www.voxpelt.be;223854;212794
127837;1;1;Vrij gesubsidieerd onderwijs;WICO campus Mater Dei - 127837;J;Kloosterstraat;17   ;3900;OVERPELT;000000119474;17;     ;011-64.26.42;011-80.76.84;info@mdo.wico.be;http://mdo.wico.be;Molemans;M.;info@mdo.wico.be;http://mdo.wico.be;223993;211472
126193;1;1;Vrij gesubsidieerd onderwijs;WICO - 126193;J;Dorpsstraat;91   ;3900;OVERPELT;000000119416;91;     ;011-60.91.60;011-66.31.53;info@tio.wico.be;http://tio.wico.be;Desmet;Marc;info@tio.wico.be;http://tio.wico.be;223603;211670
127845;1;1;Vrij gesubsidieerd onderwijs;WICO campus Mater Dei - 127845;J;Kloosterstraat;13   ;3900;OVERPELT;000000119474;13;     ;011-64.26.42;011-80.76.84;info@mdo.wico.be;http://mdo.wico.be;Hanegreefs;Patricia;info@mdo.wico.be;http://mdo.wico.be;224060;211587
44438;1;1;Gemeenschapsonderwijs;GO! Tienerschool VOX Pelt;J;Leopoldlaan;45   ;3900;OVERPELT;000000119492;45;     ;011-80.05.84;;info@voxpelt.be;www.voxpelt.be;l'Homme;Carine;info@voxpelt.be;www.voxpelt.be;223854;212794
126201;1;1;Vrij gesubsidieerd onderwijs;WICO - 126201;J;Dorpsstraat;91   ;3900;OVERPELT;000000119416;91;     ;011-60.91.60;011-66.31.53;info@tio.wico.be;http://tio.wico.be;Lemkens;Rudi;info@tio.wico.be;http://tio.wico.be;223603;211670
126251;1;1;Vrij gesubsidieerd onderwijs;WICO - 126251;J;Stationsstraat;74   ;3910;NEERPELT;000000119339;74;     ;011-64.21.13;011-64.04.47;ignacevanherck@wico.be;http://www.smn.wico.be;VAN HERCK;IGNACE;ignacevanherck@wico.be;http://www.smn.wico.be;224589;213091
126243;1;1;Vrij gesubsidieerd onderwijs;WICO - 126243;J;Stationsstraat;25   ;3910;NEERPELT;000000119339;25;     ;011-64.07.01;011-64.41.46;info@shn.wico.be;shn.wico.be;Hendriks;Eric;info@shn.wico.be;shn.wico.be;224567;213521
126268;1;1;Vrij gesubsidieerd onderwijs;WICO - 126268;J;Stationsstraat;74   ;3910;NEERPELT;000000119339;74;     ;011-64.21.13;;maddysmeets@wico.be;http://www.smn.wico.be;Smeets;Maddy;maddysmeets@wico.be;http://www.smn.wico.be;224589;213091
126235;1;1;Vrij gesubsidieerd onderwijs;WICO - 126235;J;Stationsstraat;25   ;3910;NEERPELT;000000119339;25;     ;011-64.07.01;011-64.41.46;info@shn.wico.be;shn.wico.be;Cuynen;Annick;info@shn.wico.be;shn.wico.be;224567;213521
39115;4;999;Vrij gesubsidieerd onderwijs;Hast Katholiek Onderwijs Hasselt 039115;N;Stationsstraat;74   ;3910;NEERPELT;000000119339;74;     ;011-64.21.13;011-64.04.47;;;Valkenborgh;Inge;info@campushast.be;http://www.campushast.be;224589;213091
39561;1;1;Officieel gesubsidieerd onderwijs;Provinciaal Instituut Lommel -Secundair Onderwijs PROVIL;J;Duinenstraat;1    ;3920;LOMMEL;000000118353;1;     ;011-79.93.30;011-79.93.79;piet.vanhees@limburg.be;http://www.provil.be;VANHEES;P.;piet.vanhees@limburg.be;http://www.provil.be;215633;212691
44412;14;11;Gemeenschapsonderwijs;GO! atheneum VOX Pelt;N;Mudakkers;25   ;3920;LOMMEL;000000118566;25;     ;011/54.41.94;;;;Desair;Björn;info@voxpelt.be;www.voxpelt.be;216113;213939
126219;2;1;Vrij gesubsidieerd onderwijs;WICO - 126219;J;Pieter Breugheldreef;4    ;3920;LOMMEL;000000118593;4;     ;011-54.44.34;011-55.21.29;sjl@wico.be;http://sjl.wico.be;Hoeks;Walter;sjl@wico.be;http://sjl.wico.be;215835;214976
44313;1;1;Gemeenschapsonderwijs;X plus Lommel;J;Mudakkers;25   ;3920;LOMMEL;000000118566;25;     ;011-54.41.94;011-54.65.11;chris.cuyvers@xpluslommel.be;http://www.xpluslommel.be;Cuyvers;Chris;chris.cuyvers@xpluslommel.be;http://www.xpluslommel.be;216113;213939
44321;1;1;Gemeenschapsonderwijs;X plus;J;Mudakkers;25   ;3920;LOMMEL;000000118566;25;     ;011-54.41.94;011-54.65.11;evelien.degros@xpluslommel.be;http://www.xpluslommel.be;Degros;Evelien;evelien.degros@xpluslommel.be;http://www.xpluslommel.be;216113;213939
126227;1;1;Vrij gesubsidieerd onderwijs;WICO - 126227;J;Pieter Breugheldreef;4    ;3920;LOMMEL;000000118593;4;     ;011-54.44.34;011-55.21.29;sjl@wico.be;http://sjl.wico.be;Bernaers;Noël;sjl@wico.be;http://sjl.wico.be;215835;214976
39073;1;1;Vrij gesubsidieerd onderwijs;WICO - 039073;J;Collegestraat;25   ;3930;HAMONT-ACHEL;000000119918;25;     ;011-44.02.00;011-44.02.04;info@sah.wico.be;http://sah.wico.be;Lemmens;Lieve;info@sah.wico.be;http://sah.wico.be;231919;214241
39289;1;1;Vrij gesubsidieerd onderwijs;Don Bosco-College;J;Don Boscostraat;72   ;3940;HECHTEL;000000120163;72;     ;011-73.40.27;011-73.12.21;info@dbhechtel.be;http://www.donboscohechtel.be;Dalemans;Brigitte;info@dbhechtel.be;http://www.donboscohechtel.be;219723;201219
47886;1;1;Vrij gesubsidieerd onderwijs;Biotechnicum;J;Kaulillerweg;3    ;3950;BOCHOLT;000000117686;3;     ;089-46.14.90;089-46.10.95;info@biotechnicum.be;http://www.biotechnicum.be;Schijns;Bart;info@biotechnicum.be;http://www.biotechnicum.be;234476;207731
126797;1;1;Vrij gesubsidieerd onderwijs;Sint-Augustinusinstituut ASO;J;Sint-Jacobstraat;12   ;3960;BREE;000000117969;12;     ;089-46.19.26;089-47.39.66;info@augustinus-bree.be;http://www.augustinus-bree.be;Convents;Kurt;info@augustinus-bree.be;http://www.augustinus-bree.be;236459;203460
43992;1;1;Gemeenschapsonderwijs;GO! Atheneum Bree;J;Millenstraat;14   ;3960;BREE;000000117919;14;     ;089-46.16.22;;info@goatheneumbree.be;http://www.goatheneumbree.be;Moors;Christel;info@goatheneumbree.be;http://www.goatheneumbree.be;236507;204083
38851;1;1;Vrij gesubsidieerd onderwijs;Middenschool                  Heilig Hartinstituut;J;Sint-Jacobstraat;10   ;3960;BREE;000000117969;10;     ;089-46.91.70;089-46.91.75;info@hhartbree.be;http://www.hhartbree.be;HUYBRECHTS;Ellen;info@hhartbree.be;http://www.hhartbree.be;236372;203540
38844;1;1;Vrij gesubsidieerd onderwijs;Sint-Augustinusinstituut      BSO/TSO;J;Sint-Jacobstraat;12   ;3960;BREE;000000117969;12;     ;089-46.19.26;089-47.39.66;info@augustinus-bree.be;http://www.augustinus-bree.be;Jacobs;Ludo;info@augustinus-bree.be;http://www.augustinus-bree.be;236459;203460
128553;3;2;Vrij gesubsidieerd onderwijs;TISM;J;Baron de Taxislaan;4    ;3960;BREE;000000182250;4;     ;089-46.11.63;;info@tismbree.eu;http://www.tismbree.be;Cardinaels;Michel;info@tismbree.eu;http://www.tismbree.be;236114;203525
128561;3;3;Vrij gesubsidieerd onderwijs;TISM eerste graad;J;Baron de Taxislaan;4    ;3960;BREE;000000182250;4;     ;089-46.11.63;;info@tismbree.eu;http://www.tismbree.eu;Peeters;Jan;info@tismbree.eu;http://www.tismbree.eu;236114;203525
44362;2;2;Gemeenschapsonderwijs;GO! Technisch Atheneum Campus Van Eyck Maaseik;N;Millenstraat;14   ;3960;BREE;000000117919;14;     ;089-46.16.22;;;;Borgerhoff;Nanon;infotamaaseik@g-o.be;http://www.tamaaseik.be;236507;204083
44297;1;1;Gemeenschapsonderwijs;GO! middenschool Leopoldsburg;J;Atheneumstraat;2    ;3970;LEOPOLDSBURG;000000115381;2;     ;011-34.31.04;;ms.leopoldsburg@g-o.be;http://www.middenschoolleopoldsburg.be;Schepkens;Johan;ms.leopoldsburg@g-o.be;http://www.middenschoolleopoldsburg.be;212010;201619
39545;1;1;Vrij gesubsidieerd onderwijs;Bovenbouw Sint-Michiel;J;Diestersteenweg;3    ;3970;LEOPOLDSBURG;000000115419;3;     ;011-34.31.35;011-34.22.41;bovenbouw@sintmichiel.be;http://www.sintmichiel.be;Rens;Willem;bovenbouw@sintmichiel.be;http://www.sintmichiel.be;212234;200976
39552;1;1;Vrij gesubsidieerd onderwijs;Sint-Michiel Middenschool;J;Diestersteenweg;11   ;3970;LEOPOLDSBURG;000000115419;11;     ;011-34.14.03;011-39.13.61;middenschool@sintmichiel.be;http://www.sintmichiel.be;THEUNIS;Tim;middenschool@sintmichiel.be;http://www.sintmichiel.be;212078;200946
44289;1;1;Gemeenschapsonderwijs;GO! atheneum Leopoldsburg;J;Atheneumstraat;2    ;3970;LEOPOLDSBURG;000000115381;2;     ;011-34.11.49;;directie@atheneumleopoldsburg.be;http://www.atheneumleopoldsburg.be;Vandeweijer;Tamara;directie@atheneumleopoldsburg.be;http://www.atheneumleopoldsburg.be;212010;201619
131326;3;3;Gemeenschapsonderwijs;GO! atheneum KAMSA Aarschot;N;Gerhagenstraat;58   ;3980;TESSENDERLO;000000116471;58;     ;013-66.14.41;;;;Holemans;Ellen;directeur@kamsa.be;www.kamsa.be;200062;195189
131334;2;1;Gemeenschapsonderwijs;GO! atheneum Russelberg       Tessenderlo;J;Gerhagenstraat;58   ;3980;TESSENDERLO;000000116471;58;     ;013-66.14.41;;info@russelberg.be;http://www.russelberg.be;Waeytens;Isabelle;info@russelberg.be;http://www.russelberg.be;200062;195189
48066;1;1;Vrij gesubsidieerd onderwijs;Pius X - Middenschool;J;Kerkstraat;4_A  ;3980;TESSENDERLO;000000116505;4;A    ;013-66.22.27;013-66.32.98;info@middenschoolpiusx.be;http://middenschoolpiusx.be;Leyten;Lea;info@middenschoolpiusx.be;http://middenschoolpiusx.be;200528;195601
39941;1;1;Vrij gesubsidieerd onderwijs;Technisch Heilig Hartinstituut;J;H. Hartlaan;16   ;3980;TESSENDERLO;000000116478;16;     ;013-67.02.76;013-67.02.75;yvan.lemmens@thhi-tessenderlo.be;http://www.thhi-tessenderlo.be;Lemmens;Yvan;yvan.lemmens@thhi-tessenderlo.be;http://www.thhi-tessenderlo.be;200899;195395
46409;3;3;Gemeenschapsonderwijs;GO] De Prins Diest campus Weerstandsplein;N;Gerhagenstraat;58   ;3980;TESSENDERLO;000000116471;58;     ;013661441;;;;Vanaudenhove;Marie;onthaal@deprinsdiest.be;www.deprinsdiest.be;200062;195189
48074;1;1;Vrij gesubsidieerd onderwijs;Pius X - College;J;Stationsstraat;125  ;3980;TESSENDERLO;000000116563;125;     ;013-67.03.90;013-67.03.99;directie@piusxcollege.be;http://www.piusxcollege.be;Bernard;Brigitte;directie@piusxcollege.be;http://www.piusxcollege.be;201210;195521
39842;2;2;Vrij gesubsidieerd onderwijs;Agnetencollege;J;Collegelaan;24   ;3990;PEER;000000119653;24;     ;011-38.38.00;;info@agnetencollege.be;www.agnetencollege.be;LOOS;Lisette;info@agnetencollege.be;www.agnetencollege.be;226442;203321
34124;1;1;Vrij gesubsidieerd onderwijs;Hotel- en Toerismeschool      Spermalie;J;Snaggaardstraat;15   ;8000;BRUGGE;000000045999;15;     ;050-33.52.19;050-33.90.79;info@spermalie.be;http://www.spermalie.be;Declerck;Koen;info@spermalie.be;http://www.spermalie.be;70630;212386
34181;1;1;Vrij gesubsidieerd onderwijs;Sint-Andreasinstituut;J;Garenmarkt;8    ;8000;BRUGGE;000000045194;8;     ;050-47.09.47;;info@sabraso.be;http://www.sabraso.be;Heyvaerts;Anita;info@sabraso.be;http://www.sabraso.be;70299;211150
34074;1;1;Vrij gesubsidieerd onderwijs;Vrij Technisch Instituut      Brugge;J;Boeveriestraat;73   ;8000;BRUGGE;000000044967;73;     ;050-33.35.02;050-33.37.57;info@vtibrugge.be;http://www.vtibrugge.be;Loridan;Jozef;info@vtibrugge.be;http://www.vtibrugge.be;69424;210752
42119;1;1;Gemeenschapsonderwijs;GO! atheneum 1 Brugge -centrum;J;Sint-Clarastraat;46   ;8000;BRUGGE;000000045944;46;     ;050-33.20.19;050-33.48.49;info@ka1brugge.be;http://www.ka1brugge.be;Froyman;Kristin;info@ka1brugge.be;http://www.ka1brugge.be;70011;212445
34165;1;1;Vrij gesubsidieerd onderwijs;Sint-Franciscus-Xaveriusinstituut;J;Mariastraat;7    ;8000;BRUGGE;000000045654;7;     ;050-33.63.47;050-33.33.09;info@sfxbrugge.be;http://www.sfxbrugge.be;Sierens;Eline;info@sfxbrugge.be;http://www.sfxbrugge.be;69986;211266
42416;3;3;Gemeenschapsonderwijs;GO! middenschool Zwinstede Knokke;N;Jeruzalemstraat;34   ;8000;BRUGGE;000000045371;34;     ;0488-64.92.94;;;;Ryckx;Yvan;ms.knokke@g-o.be;http://www.demakz.be;70548;212029
34207;1;1;Vrij gesubsidieerd onderwijs;Sint-Jozefsinstituut - ASO;J;Noordzandstraat;76   ;8000;BRUGGE;000000045723;76;     ;050-47.17.17;050-47.17.10;sjh@sintjozefhumaniora.be;http://www.sintjozefhumaniora.be;Maes;Diederik;sjh@sintjozefhumaniora.be;http://www.sintjozefhumaniora.be;69614;211367
34058;1;1;Vrij gesubsidieerd onderwijs;Sint-Jozefsinstituut;J;Zilverstraat;26   ;8000;BRUGGE;000000046268;26;     ;050-33.19.43;050-34.30.51;info@sintjozefbrugge.be;http://www.sintjozefbrugge.be;Brys;Goedele;info@sintjozefbrugge.be;http://www.sintjozefbrugge.be;69782;211411
131409;1;1;Vrij gesubsidieerd onderwijs;SLHD Secundaire school - Eerste graad;J;Potterierei;11   ;8000;BRUGGE;000000045840;11;     ;050-44.59.33;;pascal.craeye@slhd.be;http://secundair.slhd.be;Craeye;Pascal;pascal.craeye@slhd.be;http://secundair.slhd.be;70387;212203
34082;1;1;Vrij gesubsidieerd onderwijs;Technisch Instituut Heilige   Familie;J;Oude Zak;38   ;8000;BRUGGE;000000045761;38;     ;050-44.59.59;050-44.59.58;tihfbrugge@telenet.be;http://www.tihf.be;Verhelst;Mieke;tihfbrugge@telenet.be;http://www.tihf.be;69522;211751
42218;1;1;Gemeenschapsonderwijs;GO! middenschool Brugge-centrum;J;Hugo Losschaertstraat;5_A  ;8000;BRUGGE;000000045327;5;A    ;050-33.09.64;050-34.74.80;info@msbruggecentrum.be;http://www.msbruggecentrum.be/;Jonckheere;Rob;info@msbruggecentrum.be;http://www.msbruggecentrum.be/;69681;212181
50336;1;1;Officieel gesubsidieerd onderwijs;Stedelijke Academie voor      Schone Kunsten - KSO;J;Katelijnestraat;86   ;8000;BRUGGE;000000045434;86;     ;050-44.11.60;;dienst.onderwijs@brugge.be;http://www.kunsthumaniorabrugge.be;Schotte;Carine;dienst.onderwijs@brugge.be;http://www.kunsthumaniorabrugge.be;70162;210792
131391;1;1;Vrij gesubsidieerd onderwijs;SLHD Secundaire school - Bovenbouw;J;Potterierei;11   ;8000;BRUGGE;000000045840;11;     ;050-44.59.33;;katelijn.werbrouck@slhd.be;http://secundair.slhd.be;Werbrouck;Katelijn;katelijn.werbrouck@slhd.be;http://secundair.slhd.be;70387;212203
112078;1;1;Vrij gesubsidieerd onderwijs;Vrij Technisch Instituut -    Brugge Middenschool;J;Boeveriestraat;73   ;8000;BRUGGE;000000044967;73;     ;050-33.35.02;050-33.37.57;info@vtibrugge.be;http://www.vtibrugge.be;Schotte;Peter;info@vtibrugge.be;http://www.vtibrugge.be;69424;210752
35238;1;1;Vrij gesubsidieerd onderwijs;Middenschool Sint-Pieter;J;Kortrijksestraat;47   ;8020;OOSTKAMP;000000046888;47;     ;050-82.68.22;050-82.67.22;info@middenschoolsint-pieter.be;http://www.middenschoolsint-pieter.be;Schepens;Sabine;info@middenschoolsint-pieter.be;http://www.middenschoolsint-pieter.be;70728;205289
34249;1;1;Vrij gesubsidieerd onderwijs;Abdijschool van Zevenkerken;J;Zevenkerken;4    ;8200;SINT-ANDRIES;000000046263;4;     ;050-40.61.97;050-40.61.98;administratie@abdijschool.be;http://www.abdijschool.be;Christiaens;J.M.;administratie@abdijschool.be;http://www.abdijschool.be;65359;206175
42201;1;1;Gemeenschapsonderwijs;GO! technisch atheneum Brugge;J;Rijselstraat;7    ;8200;SINT-MICHIELS;000000045875;7;     ;050-38.82.88;;mvandercam@ktabrugge.be;http://www.ktabrugge.be;Van der Cam;Mania;mvandercam@ktabrugge.be;http://www.ktabrugge.be;69222;209693
34256;1;1;Vrij gesubsidieerd onderwijs;Onze-Lieve-Vrouw-Hemelvaart   Instituut;J;Doornstraat;3    ;8200;SINT-ANDRIES;000000045083;3;     ;050-40.68.70;050-40.68.71;aso@olvh-brugge.be;http://www.olvh-brugge.be;Vanderiviere;Nathalie;aso@olvh-brugge.be;http://www.olvh-brugge.be;67953;209891
34256;2;2;Vrij gesubsidieerd onderwijs;Onze-Lieve-Vrouw-Hemelvaart   Instituut;N;Gistelse Steenweg;440  ;8200;SINT-ANDRIES;000000045220;440;     ;050-40.68.80;050-40.68.81;;;Vanderiviere;Nathalie;aso@olvh-brugge.be;http://www.olvh-brugge.be;67330;210485
132191;9;9;Vrij gesubsidieerd onderwijs;RHIZO 4;N;Xaverianenstraat;10   ;8200;SINT-ANDRIES;000000046239;10;     ;056-28.06.00;;;;Dedeurwaerder;Nancy;zorgkrachtschool@rhizo.be;;68488;209237
123802;1;1;Vrij gesubsidieerd onderwijs;Sint-Lodewijkscollege;J;Magdalenastraat;30   ;8200;SINT-ANDRIES;000000045641;30;     ;050-40.68.40;050-40.68.50;humaniora@sint-lodewijkscollege.be;http://www.sint-lodewijkscollege.be;Seynaeve;Koenraad;humaniora@sint-lodewijkscollege.be;http://www.sint-lodewijkscollege.be;69057;210666
123811;1;1;Vrij gesubsidieerd onderwijs;Sint-Lodewijkscollege         Eerste Graad;J;Magdalenastraat;30   ;8200;SINT-ANDRIES;000000045641;30;     ;050-40.68.40;050-40.68.50;humaniora@sint-lodewijkscollege.be;http://www.sint-lodewijkscollege.be;Blontrock;Ann;humaniora@sint-lodewijkscollege.be;http://www.sint-lodewijkscollege.be;69057;210666
112078;2;2;Vrij gesubsidieerd onderwijs;Vrij Technisch Instituut -    Brugge Middenschool;N;Zandstraat;138  ;8200;SINT-ANDRIES;000000046245;138;     ;050-31.66.12;050-31.61.56;;;Schotte;Peter;info@vtibrugge.be;http://www.vtibrugge.be;68009;211013
104141;4;4;Vrij gesubsidieerd onderwijs;ZOWE Verpleegkunde;J;Barrièrestraat;2_D  ;8200;SINT-MICHIELS;000000044912;2;D    ;050-97.75.95;;info@zowe.be;https://www.zowe.be;Lingier;Ingrid;info@zowe.be;https://www.zowe.be;69209;210140
42622;4;4;Gemeenschapsonderwijs;GO! technisch atheneum Vesaliusinstituut Oostende;N;Rijselstraat;3    ;8200;SINT-ANDRIES;000000045875;3;     ;050-70.37.71;;;;Ghysels;Guy;guy.ghysels@vesaliusinstituut.be;http://www.vesaliusinstituut.be;69303;209868
34074;2;2;Vrij gesubsidieerd onderwijs;Vrij Technisch Instituut      Brugge;N;Zandstraat;138  ;8200;SINT-ANDRIES;000000046245;138;     ;050-31.66.12;050-31.61.56;;;Loridan;Jozef;info@vtibrugge.be;http://www.vtibrugge.be;68009;211013
34314;1;1;Vrij gesubsidieerd onderwijs;Hotelschool en Slagerijschool Ter Groene Poorte;J;Spoorwegstraat;14   ;8200;SINT-MICHIELS;000000046015;14;     ;050-40.30.20;050-40.30.25;info@tergroenepoorte.be;http://www.tergroenepoorte.be;Dhondt;Christine;info@tergroenepoorte.be;http://www.tergroenepoorte.be;69629;209803
48769;1;1;Vrij gesubsidieerd onderwijs;Brood- en banketbakkerijschoolTer Groene Poorte;J;Groene-Poortdreef;17   ;8200;SINT-MICHIELS;000000045245;17;     ;050-40.30.20;050-40.30.25;info@tergroenepoorte.be;http://www.tergroenepoorte.be;Cornette;Iris;info@tergroenepoorte.be;http://www.tergroenepoorte.be;69465;209509
34331;1;1;Vrij gesubsidieerd onderwijs;Vrij Handels- en              Sportinstituut Sint-Michiels;J;Spoorwegstraat;14   ;8200;SINT-MICHIELS;000000046015;14;     ;050-40.68.68;;vhsi@vhsi.be;http://www.vhsi.be;Persyn;Carine;vhsi@vhsi.be;http://www.vhsi.be;69629;209803
34306;1;1;Vrij gesubsidieerd onderwijs;Immaculata-Instituut;J;Koningin Astridlaan;4    ;8200;SINT-MICHIELS;000000045502;4;     ;050-40.45.00;;info@immaculata-brugge.be;http://www.immaculata-brugge.be;Timmerman;Maryse;info@immaculata-brugge.be;http://www.immaculata-brugge.be;68887;209420
35824;1;1;Vrij gesubsidieerd onderwijs;Spes Nostra Instituut;J;Pastoor Staelensstraat;4    ;8210;ZEDELGEM;000000047603;4;     ;050-20.96.15;050-24.06.15;stefaan.vanhollebeke@sint-rembert.be;http://www.spesnostrazedelgem.be;Vanhollebeke;Stefaan;stefaan.vanhollebeke@sint-rembert.be;http://www.spesnostrazedelgem.be;65200;202586
42416;1;1;Gemeenschapsonderwijs;GO! middenschool Zwinstede Knokke;J;Alfred Verweeplein;25   ;8300;KNOKKE-HEIST;000000047766;25;     ;050-63.17.70;050-60.57.01;ms.knokke@g-o.be;http://www.demakz.be;Ryckx;Yvan;ms.knokke@g-o.be;http://www.demakz.be;74810;226538
34611;1;1;Vrij gesubsidieerd onderwijs;Sint-Jozefsinstituut Lyceum;J;Van Rysselberghestraat;12   ;8300;KNOKKE-HEIST;000000048227;12;     ;050-60.23.03;;ldevloo-casier@sintjozefslyceum.be;http://www.sintjozefslyceum.be;Devloo-Casier;Luc;ldevloo-casier@sintjozefslyceum.be;http://www.sintjozefslyceum.be;74613;226583
42408;1;1;Gemeenschapsonderwijs;GO! atheneum Zwinstede Knokke;J;Alfred Verweeplein;25   ;8300;KNOKKE-HEIST;000000047766;25;     ;050-63.17.70;050-60.57.01;directeurka@demakz.be;http://www.demakz.be;Weyts;Ynte;directeurka@demakz.be;http://www.demakz.be;74810;226538
34629;1;1;Vrij gesubsidieerd onderwijs;Sint-Bernardusinstituut;J;Sportlaan;4    ;8300;KNOKKE;000000048187;4;     ;050-60.79.27;050-60.89.97;directie@sibe.be;http://www.sint-bernardusinstituut.be;Maene;Gert;directie@sibe.be;http://www.sint-bernardusinstituut.be;74369;226564
42201;9;8;Gemeenschapsonderwijs;GO! technisch atheneum Brugge;N;Alfred Verweeplein;25   ;8300;KNOKKE-HEIST;000000047766;25;     ;050-63.17.70;;;;Van der Cam;Mania;mvandercam@ktabrugge.be;http://www.ktabrugge.be;74810;226538
42408;2;2;Gemeenschapsonderwijs;GO! atheneum Zwinstede Knokke;N;Heistlaan;124  ;8301;HEIST-AAN-ZEE;000000047936;124;     ;050-51.20.92;050-51.20.92;;;Weyts;Ynte;directeurka@demakz.be;http://www.demakz.be;70931;225660
42416;2;2;Gemeenschapsonderwijs;GO! middenschool Zwinstede Knokke;N;Heistlaan;124  ;8301;HEIST-AAN-ZEE;000000047936;124;     ;050-51.20.92;050-51.20.92;;;Ryckx;Yvan;ms.knokke@g-o.be;http://www.demakz.be;70931;225660
131342;1;1;Vrij gesubsidieerd onderwijs;V.T.I. Zeebrugge;N;Kerkstraat;5    ;8301;HEIST-AAN-ZEE;000000047982;5;     ;050-55.96.20;;philip.curvers@olvtd.be;http://www.vtizeebrugge.be;Curvers;Philip;philip.curvers@olvtd.be;http://www.vtizeebrugge.be;71135;226121
34231;1;1;Vrij gesubsidieerd onderwijs;Onze-Lieve-Vrouwecollege;J;Collegestraat;24   ;8310;ASSEBROEK;000000045039;24;     ;050-35.26.10;050-35.92.86;michael.vandorpe@sinttrudobrugge.be;http://www.olva.be;VAN DE VELDE;Danny;michael.vandorpe@sinttrudobrugge.be;http://www.olva.be;71889;210984
34272;1;1;Vrij gesubsidieerd onderwijs;Sint-Andreaslyceum;J;Fortuinstraat;29   ;8310;SINT-KRUIS;000000045176;29;     ;050-28.85.10;050-28.85.19;humaniora@sask.be;http://www.sask.be;Bouton;Christiaan;humaniora@sask.be;http://www.sask.be;72160;211482
40204;1;1;Gemeenschapsonderwijs;MS Jan Fevijn;J;Daverlostraat;132  ;8310;ASSEBROEK;000000045051;132;     ;050-36.68.80;;info@atheneumjanfevijn.be;http://www.janfevijn.be;Kyndt;Edwin;info@atheneumjanfevijn.be;http://www.janfevijn.be;71373;210070
47316;4;4;Vrij gesubsidieerd onderwijs;Middelbare Steinerschool      Vlaanderen;N;Astridlaan;86   ;8310;SINT-KRUIS;000000044883;86;     ;050-67.36.44;050-67.86.56;steinerschool.brugge@planetinternet.be;;Buyck;Paul;info@msv-vzw.be;http://www.msv-vzw.be;71770;210433
